date [-],day ahead price [PLN/MWh],imbalance price [PLN/MWh],load forecast [MWh],load actual [MWh],biomass [MWh],fossil brown coal/lignite [MWh],fossil coal-derived gas [MWh],fossil gas [MWh],fossil hard coal [MWh],fossil oil [MWh],hydro pumped storage [MWh],hydro run-of-river and poundage [MWh],hydro water reservoir [MWh],solar [MWh],wind onshore [MWh],total generation [MWh],renewable generation [MWh],non-renewable generation [MWh],solar's share in renewable [%],solar's share in total [%],wind's share in renewable [%],wind's share in total [%],renewable's share in total [%],non-renewable's share in total [%]
2022-07-07 10:00:00+02:00,187.95,579.13,22600,21101,237,4595,39,633,7798,194,30,105,0,4304,2134,20069,6573,13496,0.65,0.21,0.32,0.11,0.33,0.67
2022-07-07 11:00:00+02:00,188.05,670.89,22800,21859,240,4973,39,668,8071,194,287,101,0,4368,2054,20995,6810,14185,0.64,0.21,0.3,0.1,0.32,0.68
2022-07-07 12:00:00+02:00,208.74,988.73,23000,21814,238,5070,39,649,8499,193,132,101,0,3958,1994,20873,6185,14688,0.64,0.19,0.32,0.1,0.3,0.7
2022-07-07 13:00:00+02:00,229.66,1040.78,23100,21700,237,5078,39,630,8696,192,14,102,0,3637,1780,20405,5533,14872,0.66,0.18,0.32,0.09,0.27,0.73
2022-07-07 14:00:00+02:00,260.51,796.91,22600,21229,238,4974,32,614,8749,193,0,101,0,3262,1546,19709,4909,14800,0.66,0.17,0.31,0.08,0.25,0.75
2022-07-07 15:00:00+02:00,304.51,1033.39,22400,21598,239,5102,25,654,8831,194,0,101,0,3312,1456,19914,4869,15045,0.68,0.17,0.3,0.07,0.24,0.76
2022-07-07 16:00:00+02:00,326.51,1243.02,22200,21352,238,5225,26,828,8928,194,0,106,0,2618,1329,19492,4053,15439,0.65,0.13,0.33,0.07,0.21,0.79
2022-07-07 17:00:00+02:00,356.38,1702.49,22000,21002,236,5194,26,968,9090,195,58,124,0,1681,1245,18817,3108,15709,0.54,0.09,0.4,0.07,0.17,0.83
2022-07-07 18:00:00+02:00,405.19,1371.34,21650,21002,235,5195,25,990,9094,195,287,133,0,1117,1027,18298,2564,15734,0.44,0.06,0.4,0.06,0.14,0.86
2022-07-07 19:00:00+02:00,429.79,2056,21650,21244,236,5305,26,999,9287,195,480,151,35,592,793,18099,2051,16048,0.29,0.03,0.39,0.04,0.11,0.89
2022-07-07 20:00:00+02:00,449.89,2151.88,21600,21130,236,5266,27,1012,9448,195,768,156,40,164,681,17993,1809,16184,0.09,0.01,0.38,0.04,0.1,0.9
2022-07-07 21:00:00+02:00,417.47,2000.43,21300,20845,237,5241,31,1012,9657,196,513,161,40,16,636,17740,1366,16374,0.01,0,0.47,0.04,0.08,0.92
2022-07-07 22:00:00+02:00,395.17,1893.39,20450,19735,238,5191,34,975,9146,196,223,144,40,0,804,16991,1211,15780,0,0,0.66,0.05,0.07,0.93
2022-07-07 23:00:00+02:00,311.48,1498.38,19000,18352,235,5042,36,807,8681,195,0,101,5,0,916,16018,1022,14996,0,0,0.9,0.06,0.06,0.94
2022-07-08 00:00:00+02:00,220.68,1248.38,17350,17103,236,4534,37,706,7892,195,0,94,0,0,955,14649,1049,13600,0,0,0.91,0.07,0.07,0.93
2022-07-08 01:00:00+02:00,183.55,892.91,16450,16549,243,4537,37,688,7694,195,0,92,0,0,1048,14534,1140,13394,0,0,0.92,0.07,0.08,0.92
2022-07-08 02:00:00+02:00,182.64,900.89,16000,16192,252,4474,38,677,7820,195,0,92,0,0,1123,14671,1215,13456,0,0,0.92,0.08,0.08,0.92
2022-07-08 03:00:00+02:00,197.82,900.89,15950,16181,261,4508,38,682,7805,196,0,92,0,0,1184,14766,1276,13490,0,0,0.93,0.08,0.09,0.91
2022-07-08 04:00:00+02:00,211.89,1004.25,15800,16042,260,4518,39,684,7697,196,0,92,0,15,1278,14779,1385,13394,0.01,0,0.92,0.09,0.09,0.91
2022-07-08 05:00:00+02:00,226.84,1022.77,16650,16319,262,4487,40,643,8008,195,0,92,0,144,1217,15088,1453,13635,0.1,0.01,0.84,0.08,0.1,0.9
2022-07-08 06:00:00+02:00,261.03,1157.5,19350,18382,262,5040,40,687,8803,196,89,93,0,457,1167,16834,1806,15028,0.25,0.03,0.65,0.07,0.11,0.89
2022-07-08 07:00:00+02:00,348.88,1585.29,20650,20310,266,5253,40,946,9160,197,166,96,0,1146,1223,18493,2631,15862,0.44,0.06,0.46,0.07,0.14,0.86
2022-07-08 08:00:00+02:00,365.46,1638.83,21600,21419,277,5240,40,952,9245,198,187,101,0,1845,1470,19555,3603,15952,0.51,0.09,0.41,0.08,0.18,0.82
2022-07-08 09:00:00+02:00,291.72,1380,21800,21710,280,5173,43,766,9040,198,184,108,0,2489,1740,20021,4521,15500,0.55,0.12,0.38,0.09,0.23,0.77
2022-07-08 10:00:00+02:00,220.52,803.91,22100,21867,279,4849,44,624,8752,201,154,107,0,3284,2204,20498,5749,14749,0.57,0.16,0.38,0.11,0.28,0.72
2022-07-08 11:00:00+02:00,229.72,572.64,22400,21948,277,4743,39,628,8434,201,17,107,0,3363,2752,20561,6239,14322,0.54,0.16,0.44,0.13,0.3,0.7
2022-07-08 12:00:00+02:00,179.5,569.28,22550,22361,279,4647,29,613,8072,199,0,100,0,3895,3067,20901,7062,13839,0.55,0.19,0.43,0.15,0.34,0.66
2022-07-08 13:00:00+02:00,183.31,535.82,22650,21608,278,4566,28,635,7582,199,0,97,0,3513,3467,20365,7077,13288,0.5,0.17,0.49,0.17,0.35,0.65
2022-07-08 14:00:00+02:00,161.63,521.35,22350,21337,278,4565,28,631,7314,199,0,95,0,3522,3571,20203,7188,13015,0.49,0.17,0.5,0.18,0.36,0.64
2022-07-08 15:00:00+02:00,151.22,535.82,22250,21355,276,4665,28,624,7105,199,0,95,0,3219,3730,19941,7044,12897,0.46,0.16,0.53,0.19,0.35,0.65
2022-07-08 16:00:00+02:00,173.44,572.64,22050,21104,276,4728,28,634,7447,201,0,95,0,2505,3765,19679,6365,13314,0.39,0.13,0.59,0.19,0.32,0.68
2022-07-08 17:00:00+02:00,231.02,587.95,21750,20980,279,4830,28,679,7904,200,0,95,0,1879,3237,19131,5211,13920,0.36,0.1,0.62,0.17,0.27,0.73
2022-07-08 18:00:00+02:00,281.97,1000,21250,20785,280,5006,29,689,8530,200,189,100,0,1097,2738,18858,4124,14734,0.27,0.06,0.66,0.15,0.22,0.78
2022-07-08 19:00:00+02:00,366.49,1751.71,21250,20790,283,5070,30,918,8846,199,555,114,35,565,2115,18730,3384,15346,0.17,0.03,0.62,0.11,0.18,0.82
2022-07-08 20:00:00+02:00,399.05,1825.56,21200,20635,285,5066,37,1014,9084,200,1115,117,40,158,1658,18774,3088,15686,0.05,0.01,0.54,0.09,0.16,0.84
2022-07-08 21:00:00+02:00,417.64,1870.8,21000,20116,283,5014,41,1009,8921,200,1179,119,40,12,1568,18386,2918,15468,0,0,0.54,0.09,0.16,0.84
2022-07-08 22:00:00+02:00,403.44,1683.5,20200,19058,284,4965,41,993,8632,199,564,123,40,0,1685,17526,2412,15114,0,0,0.7,0.1,0.14,0.86
2022-07-08 23:00:00+02:00,258.19,945.35,18900,17838,280,4892,44,752,8159,198,62,99,5,0,1850,16341,2016,14325,0,0,0.92,0.11,0.12,0.88
2022-07-09 00:00:00+02:00,280.11,1287.45,17600,16666,222,4300,44,631,7546,198,56,96,0,0,2100,15193,2252,12941,0,0,0.93,0.14,0.15,0.85
2022-07-09 01:00:00+02:00,208.26,498.36,16650,15963,199,3937,46,658,7344,197,5,95,0,0,2309,14790,2409,12381,0,0,0.96,0.16,0.16,0.84
2022-07-09 02:00:00+02:00,142.21,498.36,16200,15590,196,4023,47,669,6900,197,0,95,0,0,2158,14285,2253,12032,0,0,0.96,0.15,0.16,0.84
2022-07-09 03:00:00+02:00,124.94,590.79,16050,15436,199,4026,47,668,6704,196,0,95,0,0,2093,14028,2188,11840,0,0,0.96,0.15,0.16,0.84
2022-07-09 04:00:00+02:00,120.28,503.39,15450,15000,198,3981,45,632,6554,196,0,95,0,20,2015,13736,2130,11606,0.01,0,0.95,0.15,0.16,0.84
2022-07-09 05:00:00+02:00,107.18,552.76,15400,14717,200,3817,44,590,6400,194,0,95,0,191,2070,13601,2356,11245,0.08,0.01,0.88,0.15,0.17,0.83
2022-07-09 06:00:00+02:00,109.54,563.49,16800,15618,200,4170,43,621,6437,197,0,97,0,724,1851,14340,2672,11668,0.27,0.05,0.69,0.13,0.19,0.81
2022-07-09 07:00:00+02:00,126.96,786.36,18000,16815,188,4273,43,630,6416,198,0,99,0,1562,1622,15031,3283,11748,0.48,0.1,0.49,0.11,0.22,0.78
2022-07-09 08:00:00+02:00,122.45,786.4,19050,17799,186,4209,39,629,6593,198,18,100,0,2559,1658,16189,4335,11854,0.59,0.16,0.38,0.1,0.27,0.73
2022-07-09 09:00:00+02:00,115.11,786.36,19600,18517,185,4059,39,620,6332,199,231,97,0,3348,1967,17077,5643,11434,0.59,0.2,0.35,0.12,0.33,0.67
2022-07-09 10:00:00+02:00,95.05,543.57,19800,18590,185,3814,39,628,5813,199,267,98,0,3820,2287,17150,6472,10678,0.59,0.22,0.35,0.13,0.38,0.62
2022-07-09 11:00:00+02:00,83.76,462.46,19800,18708,186,3467,41,624,5495,198,134,99,0,4173,2608,17025,7014,10011,0.59,0.25,0.37,0.15,0.41,0.59
2022-07-09 12:00:00+02:00,83.87,446.44,19800,18578,187,3086,42,608,5376,198,0,98,0,4319,3056,16970,7473,9497,0.58,0.25,0.41,0.18,0.44,0.56
2022-07-09 13:00:00+02:00,84.35,391.62,19500,18487,186,2892,42,604,5287,198,0,97,0,4590,3377,17273,8064,9209,0.57,0.27,0.42,0.2,0.47,0.53
2022-07-09 14:00:00+02:00,89.95,391.5,18850,17954,185,2949,42,619,5388,198,0,97,0,4367,3562,17407,8026,9381,0.54,0.25,0.44,0.2,0.46,0.54
2022-07-09 15:00:00+02:00,89.84,391.75,18550,17941,185,2946,42,627,5429,198,0,98,0,3953,3612,17090,7663,9427,0.52,0.23,0.47,0.21,0.45,0.55
2022-07-09 16:00:00+02:00,90.36,425.03,18300,18046,184,3486,42,615,5499,197,0,97,0,3443,3509,17072,7049,10023,0.49,0.2,0.5,0.21,0.41,0.59
2022-07-09 17:00:00+02:00,108.91,472.15,18100,17776,186,4016,43,614,5757,198,0,98,0,2481,3190,16583,5769,10814,0.43,0.15,0.55,0.19,0.35,0.65
2022-07-09 18:00:00+02:00,143.85,504.34,18100,17631,191,4146,46,620,6247,200,51,129,0,1407,3111,16148,4698,11450,0.3,0.09,0.66,0.19,0.29,0.71
2022-07-09 19:00:00+02:00,168.15,573,18100,17629,201,4260,48,666,6606,198,392,133,35,504,2594,15637,3658,11979,0.14,0.03,0.71,0.17,0.23,0.77
2022-07-09 20:00:00+02:00,156.23,575.5,18100,17661,201,4281,50,673,6885,199,738,144,40,196,2201,15608,3319,12289,0.06,0.01,0.66,0.14,0.21,0.79
2022-07-09 21:00:00+02:00,178.38,1151.1,17950,17619,201,4294,53,662,6904,199,1012,146,40,11,2219,15741,3428,12313,0,0,0.65,0.14,0.22,0.78
2022-07-09 22:00:00+02:00,174.57,574,17650,17023,202,4242,55,659,6643,199,672,124,40,0,2433,15269,3269,12000,0,0,0.74,0.16,0.21,0.79
2022-07-09 23:00:00+02:00,127.49,485.52,16400,15826,203,4085,54,651,5986,198,154,101,5,0,2491,13928,2751,11177,0,0,0.91,0.18,0.2,0.8
2022-07-10 00:00:00+02:00,84.73,402.87,15200,14756,191,3588,53,661,5276,198,1,100,0,0,2534,12602,2635,9967,0,0,0.96,0.2,0.21,0.79
2022-07-10 01:00:00+02:00,88.45,395.01,14400,14064,184,3383,52,625,5115,197,18,100,0,0,2676,12350,2794,9556,0,0,0.96,0.22,0.23,0.77
2022-07-10 02:00:00+02:00,88.43,395.01,13900,13687,185,3094,51,618,5045,198,243,100,0,0,2791,12325,3134,9191,0,0,0.89,0.23,0.25,0.75
2022-07-10 03:00:00+02:00,88.12,394.01,13600,13350,185,2944,51,615,5016,197,233,99,0,0,2815,12155,3147,9008,0,0,0.89,0.23,0.26,0.74
2022-07-10 04:00:00+02:00,80.01,395.01,13200,13031,185,2708,48,607,5000,197,164,99,0,20,2850,11878,3133,8745,0.01,0,0.91,0.24,0.26,0.74
2022-07-10 05:00:00+02:00,78.14,388.98,12950,12797,185,2425,45,625,5081,197,61,99,0,173,2803,11694,3136,8558,0.06,0.01,0.89,0.24,0.27,0.73
2022-07-10 06:00:00+02:00,76.57,381.79,13850,13177,187,2417,42,646,5135,192,60,97,0,671,2487,11934,3315,8619,0.2,0.06,0.75,0.21,0.28,0.72
2022-07-10 07:00:00+02:00,73.52,377.23,14800,13857,184,2468,40,625,5065,192,101,100,0,1491,2426,12692,4118,8574,0.36,0.12,0.59,0.19,0.32,0.68
2022-07-10 08:00:00+02:00,71.14,348.36,15750,14577,184,2633,40,611,4955,192,0,101,0,2355,2556,13627,5012,8615,0.47,0.17,0.51,0.19,0.37,0.63
2022-07-10 09:00:00+02:00,63.33,336.96,16500,15438,186,2601,44,599,4804,193,0,107,0,2878,3092,14504,6077,8427,0.47,0.2,0.51,0.21,0.42,0.58
2022-07-10 10:00:00+02:00,56.51,318.24,16750,16035,185,2759,45,628,4881,193,0,107,0,3230,3326,15354,6663,8691,0.48,0.21,0.5,0.22,0.43,0.57
2022-07-10 11:00:00+02:00,52.4,305.98,16800,16409,184,2931,45,647,4944,194,0,101,0,3538,3340,15924,6979,8945,0.51,0.22,0.48,0.21,0.44,0.56
2022-07-10 12:00:00+02:00,47.37,277.5,16800,16217,184,3544,44,617,5000,194,0,99,0,3527,3328,16537,6954,9583,0.51,0.21,0.48,0.2,0.42,0.58
2022-07-10 13:00:00+02:00,51.22,286.95,16800,16238,185,3721,44,608,4997,195,0,99,0,3845,3279,16973,7223,9750,0.53,0.23,0.45,0.19,0.43,0.57
2022-07-10 14:00:00+02:00,55.28,293.83,16700,15584,186,3405,44,618,4826,194,0,99,0,3340,3510,16222,6949,9273,0.48,0.21,0.51,0.22,0.43,0.57
2022-07-10 15:00:00+02:00,56.4,297.38,16600,15322,185,2947,44,650,5004,194,0,100,0,3127,3221,15472,6448,9024,0.48,0.2,0.5,0.21,0.42,0.58
2022-07-10 16:00:00+02:00,65.78,319.43,16700,15664,184,2749,45,616,5056,196,0,114,0,2956,3207,15123,6277,8846,0.47,0.2,0.51,0.21,0.42,0.58
2022-07-10 17:00:00+02:00,75.37,390.95,16800,15996,182,3124,45,645,5259,196,109,136,0,2225,2929,14850,5399,9451,0.41,0.15,0.54,0.2,0.36,0.64
2022-07-10 18:00:00+02:00,112,507.21,17000,16293,185,3965,47,612,6088,196,29,146,0,1337,2484,15089,3996,11093,0.33,0.09,0.62,0.16,0.26,0.74
2022-07-10 19:00:00+02:00,183.43,914.54,17200,16426,190,4304,51,665,6755,196,187,141,35,563,1984,15071,2910,12161,0.19,0.04,0.68,0.13,0.19,0.81
2022-07-10 20:00:00+02:00,209.36,634.65,17350,16573,194,4469,53,679,6922,197,411,139,40,176,1842,15122,2608,12514,0.07,0.01,0.71,0.12,0.17,0.83
2022-07-10 21:00:00+02:00,209.36,1000.8,17350,16681,204,4449,54,774,6897,196,954,132,40,12,1878,15590,3016,12574,0,0,0.62,0.12,0.19,0.81
2022-07-10 22:00:00+02:00,209.36,800.91,17350,16446,202,4368,54,677,6890,196,633,112,40,0,2205,15377,2990,12387,0,0,0.74,0.14,0.19,0.81
2022-07-10 23:00:00+02:00,162.2,501.01,16300,15349,202,4168,53,661,6436,198,0,98,5,0,2360,14181,2463,11718,0,0,0.96,0.17,0.17,0.83
2022-07-11 00:00:00+02:00,147.58,511.39,15100,14554,202,3962,52,663,6206,198,0,98,0,0,2437,13818,2535,11283,0,0,0.96,0.18,0.18,0.82
2022-07-11 01:00:00+02:00,143.34,509.39,14400,14003,204,3713,53,640,6164,198,0,98,0,0,2351,13421,2449,10972,0,0,0.96,0.18,0.18,0.82
2022-07-11 02:00:00+02:00,140.34,463.48,14100,13775,204,3563,50,625,6359,196,0,98,0,0,2287,13382,2385,10997,0,0,0.96,0.17,0.18,0.82
2022-07-11 03:00:00+02:00,139.21,510.39,14000,13707,201,3640,42,625,6232,197,0,98,0,0,2144,13179,2242,10937,0,0,0.96,0.16,0.17,0.83
2022-07-11 04:00:00+02:00,124.19,511.39,13900,13765,203,3720,42,651,6357,198,0,98,0,12,2043,13324,2153,11171,0.01,0,0.95,0.15,0.16,0.84
2022-07-11 05:00:00+02:00,155.16,571.65,15650,14347,203,3790,43,597,6795,198,0,98,0,156,1910,13790,2164,11626,0.07,0.01,0.88,0.14,0.16,0.84
2022-07-11 06:00:00+02:00,262.96,685.91,19050,17080,202,4184,43,652,8348,199,10,98,0,650,1476,15862,2234,13628,0.29,0.04,0.66,0.09,0.14,0.86
2022-07-11 07:00:00+02:00,269.88,1365.02,20800,19358,202,4233,43,919,9503,204,38,100,0,1593,1096,17931,2827,15104,0.56,0.09,0.39,0.06,0.16,0.84
2022-07-11 08:00:00+02:00,302.73,1407.53,21700,20494,205,4216,42,811,9801,203,0,101,0,2543,1085,19007,3729,15278,0.68,0.13,0.29,0.06,0.2,0.8
2022-07-11 09:00:00+02:00,230.28,578.17,21900,20914,202,4225,41,636,9274,203,0,101,0,3322,1248,19252,4671,14581,0.71,0.17,0.27,0.06,0.24,0.76
2022-07-11 10:00:00+02:00,179.21,572.34,22200,20782,202,4158,40,597,8808,200,0,99,0,3819,1531,19454,5449,14005,0.7,0.2,0.28,0.08,0.28,0.72
2022-07-11 11:00:00+02:00,188.3,571.49,22550,20965,204,4277,41,611,8514,199,0,99,0,3940,1940,19825,5979,13846,0.66,0.2,0.32,0.1,0.3,0.7
2022-07-11 12:00:00+02:00,190.54,571.49,22700,21686,203,4311,42,617,8377,200,0,100,0,4604,2065,20519,6769,13750,0.68,0.22,0.31,0.1,0.33,0.67
2022-07-11 13:00:00+02:00,195.96,525.08,22700,21156,203,4265,41,638,8221,203,0,100,0,4102,2183,19956,6385,13571,0.64,0.21,0.34,0.11,0.32,0.68
2022-07-11 14:00:00+02:00,213.54,509.23,22500,20711,203,4116,42,606,7943,203,0,100,0,3909,2338,19460,6347,13113,0.62,0.2,0.37,0.12,0.33,0.67
2022-07-11 15:00:00+02:00,209.64,509.4,22400,20693,200,4216,44,618,8171,200,0,99,0,3519,2200,19267,5818,13449,0.6,0.18,0.38,0.11,0.3,0.7
2022-07-11 16:00:00+02:00,172.77,524.08,22100,20305,203,4307,48,642,8560,204,0,99,0,2755,2220,19038,5074,13964,0.54,0.14,0.44,0.12,0.27,0.73
2022-07-11 17:00:00+02:00,210.62,571.49,21800,20703,203,4390,48,639,9029,211,0,99,0,2440,2124,19183,4663,14520,0.52,0.13,0.46,0.11,0.24,0.76
2022-07-11 18:00:00+02:00,334.47,935.14,21400,20563,205,4677,49,847,9596,207,17,105,0,1508,1685,18896,3315,15581,0.45,0.08,0.51,0.09,0.18,0.82
2022-07-11 19:00:00+02:00,458.03,1254.41,21400,20696,205,4826,51,1013,9966,207,437,111,35,583,1455,18889,2621,16268,0.22,0.03,0.56,0.08,0.14,0.86
2022-07-11 20:00:00+02:00,469.9,1121.43,21250,20645,205,4798,53,922,10036,206,588,155,40,186,1442,18631,2411,16220,0.08,0.01,0.6,0.08,0.13,0.87
2022-07-11 21:00:00+02:00,449.98,1100,20950,20395,204,4873,53,732,10143,205,578,163,40,12,1681,18684,2474,16210,0,0,0.68,0.09,0.13,0.87
2022-07-11 22:00:00+02:00,406.95,1023.51,20050,19278,204,4735,54,727,9386,208,310,122,40,0,2075,17861,2547,15314,0,0,0.81,0.12,0.14,0.86
2022-07-11 23:00:00+02:00,269.96,550.69,18650,17752,205,4521,52,657,8227,209,40,124,5,0,2347,16387,2516,13871,0,0,0.93,0.14,0.15,0.85
2022-07-12 00:00:00+02:00,230.03,560.48,17150,16535,203,4324,50,654,7030,206,274,115,0,0,2509,15365,2898,12467,0,0,0.87,0.16,0.19,0.81
2022-07-12 01:00:00+02:00,185.55,526.69,16250,15868,201,4187,45,625,6626,208,29,111,0,0,2582,14614,2722,11892,0,0,0.95,0.18,0.19,0.81
2022-07-12 02:00:00+02:00,154.86,527.12,15850,15496,202,4174,47,621,6547,208,0,107,0,0,2376,14282,2483,11799,0,0,0.96,0.17,0.17,0.83
2022-07-12 03:00:00+02:00,146.65,527.13,15800,15494,203,4237,47,634,6570,208,0,104,0,0,2147,14150,2251,11899,0,0,0.95,0.15,0.16,0.84
2022-07-12 04:00:00+02:00,134.35,529.17,15650,15360,203,4218,48,633,6554,209,0,101,0,11,2069,14046,2181,11865,0.01,0,0.95,0.15,0.16,0.84
2022-07-12 05:00:00+02:00,159.28,541.76,16500,15685,202,4291,47,618,6740,208,26,101,0,153,2083,14469,2363,12106,0.06,0.01,0.88,0.14,0.16,0.84
2022-07-12 06:00:00+02:00,228.99,1092,19300,17919,202,4629,44,630,7805,208,226,101,0,562,2023,16430,2912,13518,0.19,0.03,0.69,0.12,0.18,0.82
2022-07-12 07:00:00+02:00,207.44,588.15,20600,19896,202,4925,40,651,8562,210,238,103,0,1479,1831,18241,3651,14590,0.41,0.08,0.5,0.1,0.2,0.8
2022-07-12 08:00:00+02:00,189.58,573.03,21400,20770,203,4710,40,662,8493,211,221,109,0,2693,2030,19372,5053,14319,0.53,0.14,0.4,0.1,0.26,0.74
2022-07-12 09:00:00+02:00,133.25,510.91,21600,21157,198,4397,39,590,7596,210,0,113,0,3842,2870,19855,6825,13030,0.56,0.19,0.42,0.14,0.34,0.66
2022-07-12 10:00:00+02:00,115.07,429.55,21950,21001,194,4266,38,608,6574,210,0,112,0,4236,3671,19909,8019,11890,0.53,0.21,0.46,0.18,0.4,0.6
2022-07-12 11:00:00+02:00,96.94,410.72,22350,21238,195,4207,29,618,6406,211,0,112,0,4118,4214,20110,8444,11666,0.49,0.2,0.5,0.21,0.42,0.58
2022-07-12 12:00:00+02:00,106.34,410.72,22550,21365,197,4400,33,634,6325,210,0,108,0,3924,4601,20432,8633,11799,0.45,0.19,0.53,0.23,0.42,0.58
2022-07-12 13:00:00+02:00,104.2,405.77,22650,21012,194,4180,38,622,6253,212,0,104,0,3794,4796,20193,8694,11499,0.44,0.19,0.55,0.24,0.43,0.57
2022-07-12 14:00:00+02:00,102.19,405.73,22350,20707,194,4019,38,612,6133,210,0,104,0,3800,4875,19985,8779,11206,0.43,0.19,0.56,0.24,0.44,0.56
2022-07-12 15:00:00+02:00,94.77,405.72,22250,20690,194,3965,43,620,6195,203,0,104,0,3376,5132,19832,8612,11220,0.39,0.17,0.6,0.26,0.43,0.57
2022-07-12 16:00:00+02:00,102.13,405.75,22050,21060,194,4047,47,612,6265,205,0,104,0,3225,5256,19955,8585,11370,0.38,0.16,0.61,0.26,0.43,0.57
2022-07-12 17:00:00+02:00,114.86,428.55,21750,20474,195,4370,49,609,6394,209,0,104,0,2106,5308,19344,7518,11826,0.28,0.11,0.71,0.27,0.39,0.61
2022-07-12 18:00:00+02:00,125.96,487.5,21450,20284,197,4670,48,658,6828,210,0,108,0,1127,5146,18992,6381,12611,0.18,0.06,0.81,0.27,0.34,0.66
2022-07-12 19:00:00+02:00,159.89,543,21450,20605,203,4991,50,678,7539,211,57,116,35,399,4872,19151,5479,13672,0.07,0.02,0.89,0.25,0.29,0.71
2022-07-12 20:00:00+02:00,159.41,578.71,21400,20874,202,5173,50,705,7808,212,381,153,40,147,4497,19368,5218,14150,0.03,0.01,0.86,0.23,0.27,0.73
2022-07-12 21:00:00+02:00,157.7,647.55,21200,20593,202,5058,52,685,7659,214,516,157,40,15,4502,19100,5230,13870,0,0,0.86,0.24,0.27,0.73
2022-07-12 22:00:00+02:00,261.24,574.52,20400,19294,202,4690,48,640,7052,214,222,120,40,0,4944,18172,5326,12846,0,0,0.93,0.27,0.29,0.71
2022-07-12 23:00:00+02:00,167.65,510.91,19100,17811,203,4515,44,647,6443,213,0,104,5,0,5411,17585,5520,12065,0,0,0.98,0.31,0.31,0.69
2022-07-13 00:00:00+02:00,177.52,490.53,17350,16755,206,4250,44,642,6230,212,0,104,0,0,5549,17237,5653,11584,0,0,0.98,0.32,0.33,0.67
2022-07-13 01:00:00+02:00,173.42,490.54,16700,16134,205,4303,48,637,6295,213,0,102,0,0,5462,17265,5564,11701,0,0,0.98,0.32,0.32,0.68
2022-07-13 02:00:00+02:00,177.22,490.54,16200,15709,205,4374,50,637,6337,215,0,102,0,0,5100,17020,5202,11818,0,0,0.98,0.3,0.31,0.69
2022-07-13 03:00:00+02:00,173.3,540.19,16150,15733,203,4625,50,638,6386,215,0,102,0,0,4752,16971,4854,12117,0,0,0.98,0.28,0.29,0.71
2022-07-13 04:00:00+02:00,147.3,731.64,16000,15666,203,4520,48,616,6414,213,0,102,0,11,4486,16613,4599,12014,0,0,0.98,0.27,0.28,0.72
2022-07-13 05:00:00+02:00,115.19,423.85,16900,15839,204,4202,48,587,5956,210,0,102,0,129,4337,15775,4568,11207,0.03,0.01,0.95,0.27,0.29,0.71
2022-07-13 06:00:00+02:00,170.93,570.29,19850,17960,206,4821,49,622,6380,213,0,102,0,551,3802,16746,4455,12291,0.12,0.03,0.85,0.23,0.27,0.73
2022-07-13 07:00:00+02:00,125.91,614.82,21550,19913,199,5166,49,635,7473,211,0,102,0,1523,3075,18433,4700,13733,0.32,0.08,0.65,0.17,0.25,0.75
2022-07-13 08:00:00+02:00,125.91,651.81,22550,20927,204,5118,49,620,7794,210,0,112,0,2720,2732,19559,5564,13995,0.49,0.14,0.49,0.14,0.28,0.72
2022-07-13 09:00:00+02:00,109.47,507.13,22650,21193,197,4925,48,608,7097,208,0,113,0,3780,2930,19906,6823,13083,0.55,0.19,0.43,0.15,0.34,0.66
2022-07-13 10:00:00+02:00,88.75,448.25,23000,20899,196,4574,48,609,6508,209,0,111,0,4452,3068,19775,7631,12144,0.58,0.23,0.4,0.16,0.39,0.61
2022-07-13 11:00:00+02:00,87.93,459.33,23100,21289,197,4500,47,638,6291,213,0,111,0,4934,3270,20201,8315,11886,0.59,0.24,0.39,0.16,0.41,0.59
2022-07-13 12:00:00+02:00,88.68,490.53,23150,21604,196,4564,47,618,6380,211,0,104,0,5051,3362,20533,8517,12016,0.59,0.25,0.39,0.16,0.41,0.59
2022-07-13 13:00:00+02:00,88.71,496.28,23300,21593,197,4669,48,634,6477,213,0,103,0,4855,3278,20474,8236,12238,0.59,0.24,0.4,0.16,0.4,0.6
2022-07-13 14:00:00+02:00,88.7,487.51,23050,21448,198,4606,47,606,6733,207,2,103,0,4605,3361,20468,8071,12397,0.57,0.22,0.42,0.16,0.39,0.61
2022-07-13 15:00:00+02:00,103.23,536.12,22950,21613,196,4968,47,632,6805,203,0,103,0,4049,3264,20267,7416,12851,0.55,0.2,0.44,0.16,0.37,0.63
2022-07-13 16:00:00+02:00,113.23,582.94,22850,21541,197,5082,40,626,7567,201,0,103,0,3238,3165,20219,6506,13713,0.5,0.16,0.49,0.16,0.32,0.68
2022-07-13 17:00:00+02:00,125.91,1004.95,22750,21627,201,5293,38,680,8343,204,0,102,0,2318,2778,19957,5198,14759,0.45,0.12,0.53,0.14,0.26,0.74
2022-07-13 18:00:00+02:00,198.45,1328.07,22250,21454,207,5452,38,814,8862,206,359,133,0,1304,2519,19894,4315,15579,0.3,0.07,0.58,0.13,0.22,0.78
2022-07-13 19:00:00+02:00,280.91,1539,22200,21338,204,5353,38,947,9227,207,805,139,35,500,2221,19676,3700,15976,0.14,0.03,0.6,0.11,0.19,0.81
2022-07-13 20:00:00+02:00,297.62,1539,22000,21296,206,5391,38,980,9338,208,904,164,40,141,2165,19575,3414,16161,0.04,0.01,0.63,0.11,0.17,0.83
