date [-],day ahead price [PLN/MWh],imbalance price [PLN/MWh],load forecast [MWh],load actual [MWh],biomass [MWh],fossil brown coal/lignite [MWh],fossil coal-derived gas [MWh],fossil gas [MWh],fossil hard coal [MWh],fossil oil [MWh],hydro pumped storage [MWh],hydro run-of-river and poundage [MWh],hydro water reservoir [MWh],solar [MWh],wind onshore [MWh],total generation [MWh],renewable generation [MWh],non-renewable generation [MWh],solar's share in renewable [%],solar's share in total [%],wind's share in renewable [%],wind's share in total [%],renewable's share in total [%],non-renewable's share in total [%]
2022-09-21 04:00:00+02:00,173.59,747.72,16200,16035,92,4472,55,389,8064,230,0,128,0,0,1649,15079,1777,13302,0,0,0.93,0.11,0.12,0.88
2022-09-21 05:00:00+02:00,176.29,758.22,17350,16774,92,4681,55,475,8726,231,10,126,0,0,1618,16014,1754,14260,0,0,0.92,0.1,0.11,0.89
2022-09-21 06:00:00+02:00,198.77,933.77,20100,19079,92,5064,54,476,9869,232,20,131,35,19,1462,17454,1667,15787,0.01,0,0.88,0.08,0.1,0.9
2022-09-21 07:00:00+02:00,210.77,1147.53,21400,21158,92,5260,54,544,10974,232,311,134,40,282,1340,19263,2107,17156,0.13,0.01,0.64,0.07,0.11,0.89
2022-09-21 08:00:00+02:00,218.16,1301.05,22100,22104,89,5286,55,545,11274,231,484,155,40,803,1117,20079,2599,17480,0.31,0.04,0.43,0.06,0.13,0.87
2022-09-21 09:00:00+02:00,199.48,1238.6,22100,22354,95,5235,56,521,11111,232,381,167,40,1618,960,20416,3166,17250,0.51,0.08,0.3,0.05,0.16,0.84
2022-09-21 10:00:00+02:00,180.4,917.53,22000,22156,95,5210,55,442,10641,230,66,161,5,2386,927,20218,3545,16673,0.67,0.12,0.26,0.05,0.18,0.82
2022-09-21 11:00:00+02:00,178.08,753.22,22150,22061,95,5046,56,463,10437,232,81,152,0,2899,1086,20547,4218,16329,0.69,0.14,0.26,0.05,0.21,0.79
2022-09-21 12:00:00+02:00,176.35,650.91,22300,22014,95,5053,56,387,10228,233,0,137,0,3210,1262,20661,4609,16052,0.7,0.16,0.27,0.06,0.22,0.78
2022-09-21 13:00:00+02:00,175.65,604.6,22300,21595,92,4935,57,385,9994,232,0,127,0,3299,1586,20707,5012,15695,0.66,0.16,0.32,0.08,0.24,0.76
2022-09-21 14:00:00+02:00,175.62,582.32,21850,21127,92,4791,55,371,9645,229,0,123,0,3229,1854,20389,5206,15183,0.62,0.16,0.36,0.09,0.26,0.74
2022-09-21 15:00:00+02:00,178.26,553.72,21850,21402,92,4838,55,377,9370,231,0,121,0,3133,2112,20329,5366,14963,0.58,0.15,0.39,0.1,0.26,0.74
2022-09-21 16:00:00+02:00,178.56,580.87,21750,21297,92,4992,57,399,9531,231,0,118,0,2150,2069,19639,4337,15302,0.5,0.11,0.48,0.11,0.22,0.78
2022-09-21 17:00:00+02:00,190.26,602.46,21550,21202,92,5098,57,446,10432,230,83,127,0,925,1811,19301,2946,16355,0.31,0.05,0.61,0.09,0.15,0.85
2022-09-21 18:00:00+02:00,218.63,742.22,22050,21570,95,5138,56,506,11393,233,485,156,0,187,1631,19880,2459,17421,0.08,0.01,0.66,0.08,0.12,0.88
2022-09-21 19:00:00+02:00,251,1333.38,22800,22765,95,5295,55,585,11954,233,831,176,35,8,1657,20924,2707,18217,0,0,0.61,0.08,0.13,0.87
2022-09-21 20:00:00+02:00,231.41,1231.93,22650,22474,95,5262,57,573,11856,235,782,177,40,0,1605,20682,2604,18078,0,0,0.62,0.08,0.13,0.87
2022-09-21 21:00:00+02:00,185.06,942.97,21400,20846,92,5239,58,464,10861,237,642,176,5,0,1353,19127,2176,16951,0,0,0.62,0.07,0.11,0.89
2022-09-21 22:00:00+02:00,192.17,982.52,19550,19128,92,5116,58,436,9829,237,336,143,0,0,1256,17503,1735,15768,0,0,0.72,0.07,0.1,0.9
2022-09-21 23:00:00+02:00,173.39,814.82,18150,17742,92,4736,60,398,9414,236,0,127,0,0,1229,16292,1356,14936,0,0,0.91,0.08,0.08,0.92
2022-09-22 00:00:00+02:00,178.66,777.09,16750,16733,95,4425,58,398,8961,238,0,127,0,0,1192,15494,1319,14175,0,0,0.9,0.08,0.09,0.91
2022-09-22 01:00:00+02:00,175.38,777.09,16050,16199,96,4309,57,392,8753,238,0,127,0,0,1163,15135,1290,13845,0,0,0.9,0.08,0.09,0.91
2022-09-22 02:00:00+02:00,174.74,700.89,15700,15805,95,4195,57,389,8675,239,0,127,0,0,1128,14905,1255,13650,0,0,0.9,0.08,0.08,0.92
2022-09-22 03:00:00+02:00,175.21,700.89,15750,15840,95,4241,58,396,8661,239,0,127,0,0,1161,14978,1288,13690,0,0,0.9,0.08,0.09,0.91
2022-09-22 04:00:00+02:00,176.77,700.89,16250,16189,95,4327,58,392,8854,241,0,127,0,0,1124,15218,1251,13967,0,0,0.9,0.07,0.08,0.92
2022-09-22 05:00:00+02:00,189.48,760.59,17350,17001,95,4481,58,397,9369,241,37,127,0,0,1118,15923,1282,14641,0,0,0.87,0.07,0.08,0.92
2022-09-22 06:00:00+02:00,225.6,1094.9,20150,19239,95,4819,57,404,10711,242,93,136,35,25,1005,17622,1294,16328,0.02,0,0.78,0.06,0.07,0.93
2022-09-22 07:00:00+02:00,233.88,1097.46,21450,21183,96,4999,54,422,11660,241,504,135,40,466,825,19442,1970,17472,0.24,0.02,0.42,0.04,0.1,0.9
2022-09-22 08:00:00+02:00,236.88,1112.27,22150,22159,95,5003,54,397,11650,239,582,149,40,1455,513,20177,2739,17438,0.53,0.07,0.19,0.03,0.14,0.86
2022-09-22 09:00:00+02:00,193.34,700.91,22150,22314,95,5023,53,414,11177,235,378,163,5,2523,266,20332,3335,16997,0.76,0.12,0.08,0.01,0.16,0.84
2022-09-22 10:00:00+02:00,175.68,650.91,21900,21725,95,4772,52,422,10706,234,34,160,0,3350,278,20103,3822,16281,0.88,0.17,0.07,0.01,0.19,0.81
2022-09-22 11:00:00+02:00,173.91,760.59,22000,21986,96,4835,51,423,10772,234,0,132,0,4017,352,20912,4501,16411,0.89,0.19,0.08,0.02,0.22,0.78
2022-09-22 12:00:00+02:00,173.83,771.09,22050,21881,96,4921,50,450,10732,233,0,120,0,3782,381,20765,4283,16482,0.88,0.18,0.09,0.02,0.21,0.79
2022-09-22 13:00:00+02:00,172.6,947.77,22050,21937,96,5115,51,471,10773,234,0,120,0,3469,428,20757,4017,16740,0.86,0.17,0.11,0.02,0.19,0.81
2022-09-22 14:00:00+02:00,173.8,990,21600,21558,96,4965,49,482,10959,234,0,120,0,3109,493,20507,3722,16785,0.84,0.15,0.13,0.02,0.18,0.82
2022-09-22 15:00:00+02:00,174.03,771.09,21600,21659,96,4912,45,509,11015,238,0,120,0,2682,587,20204,3389,16815,0.79,0.13,0.17,0.03,0.17,0.83
2022-09-22 16:00:00+02:00,180.67,700.91,21550,21416,95,4969,44,574,11237,239,0,120,0,1720,621,19619,2461,17158,0.7,0.09,0.25,0.03,0.13,0.87
2022-09-22 17:00:00+02:00,196.28,766.09,21450,21255,96,5072,43,699,11554,238,170,123,0,812,571,19378,1676,17702,0.48,0.04,0.34,0.03,0.09,0.91
2022-09-22 18:00:00+02:00,257.44,1204.86,21950,21510,96,5044,43,821,11731,237,332,125,35,171,559,19194,1222,17972,0.14,0.01,0.46,0.03,0.06,0.94
2022-09-22 19:00:00+02:00,284.04,1387.72,22900,22565,96,5204,42,832,11917,235,865,127,40,8,682,20048,1722,18326,0,0,0.4,0.03,0.09,0.91
2022-09-22 20:00:00+02:00,267.29,1330.32,22800,22402,95,5120,42,826,11831,239,934,132,40,0,662,19921,1768,18153,0,0,0.37,0.03,0.09,0.91
2022-09-22 21:00:00+02:00,197.01,992,21550,20951,96,5060,42,814,11486,237,545,151,5,0,688,19124,1389,17735,0,0,0.5,0.04,0.07,0.93
2022-09-22 22:00:00+02:00,195.09,1131.27,19600,19283,96,4936,42,720,10641,239,171,138,0,0,560,17543,869,16674,0,0,0.64,0.03,0.05,0.95
2022-09-22 23:00:00+02:00,177.47,700.55,18200,17880,95,4730,44,645,9885,238,9,134,0,0,489,16269,632,15637,0,0,0.77,0.03,0.04,0.96
2022-09-23 00:00:00+02:00,192.79,990,16850,16762,96,4644,48,636,9301,238,0,135,0,0,427,15525,562,14963,0,0,0.76,0.03,0.04,0.96
2022-09-23 01:00:00+02:00,176.88,957.75,16150,16238,96,4582,49,636,9179,238,0,127,0,0,417,15324,544,14780,0,0,0.77,0.03,0.04,0.96
2022-09-23 02:00:00+02:00,175,771.58,15800,15903,96,4565,52,633,9151,237,0,117,0,0,510,15361,627,14734,0,0,0.81,0.03,0.04,0.96
2022-09-23 03:00:00+02:00,174.35,912.12,15850,15969,78,4573,55,632,9116,235,0,116,0,0,573,15378,689,14689,0,0,0.83,0.04,0.04,0.96
2022-09-23 04:00:00+02:00,175.7,850.89,16400,16295,47,4528,57,629,9208,237,0,116,0,0,639,15461,755,14706,0,0,0.85,0.04,0.05,0.95
2022-09-23 05:00:00+02:00,204.18,1042.91,17600,17097,46,4647,60,647,9376,238,50,116,0,0,672,15852,838,15014,0,0,0.8,0.04,0.05,0.95
2022-09-23 06:00:00+02:00,230.21,1237.75,20450,19392,45,4887,60,717,10746,239,135,125,35,30,610,17629,935,16694,0.03,0,0.65,0.03,0.05,0.95
2022-09-23 07:00:00+02:00,252.22,1086.11,21850,21202,45,5021,61,846,11790,240,134,137,40,589,521,19424,1421,18003,0.41,0.03,0.37,0.03,0.07,0.93
2022-09-23 08:00:00+02:00,252.3,696.48,22300,22078,46,4948,62,798,11655,235,132,151,40,1979,375,20421,2677,17744,0.74,0.1,0.14,0.02,0.13,0.87
2022-09-23 09:00:00+02:00,188.94,650.91,22300,22098,47,4760,62,697,10905,234,97,174,5,3528,163,20672,3967,16705,0.89,0.17,0.04,0.01,0.19,0.81
2022-09-23 10:00:00+02:00,171.33,595.69,22000,21484,48,4540,61,687,9621,235,12,146,0,4719,89,20158,4966,15192,0.95,0.23,0.02,0,0.25,0.75
2022-09-23 11:00:00+02:00,171.24,548.63,22000,21297,48,4540,60,691,9114,229,0,135,0,4961,106,19884,5202,14682,0.95,0.25,0.02,0.01,0.26,0.74
2022-09-23 12:00:00+02:00,156.98,600.89,22050,21069,49,4607,60,702,9036,224,0,118,0,4458,135,19389,4711,14678,0.95,0.23,0.03,0.01,0.24,0.76
2022-09-23 13:00:00+02:00,171.22,657.08,22050,21478,49,4661,58,695,9439,221,0,117,0,4664,164,20068,4945,15123,0.94,0.23,0.03,0.01,0.25,0.75
2022-09-23 14:00:00+02:00,171.39,687.71,21500,21194,49,4638,59,696,9599,219,0,121,0,4155,207,19743,4483,15260,0.93,0.21,0.05,0.01,0.23,0.77
2022-09-23 15:00:00+02:00,174.17,622.02,21450,21396,49,4581,57,682,10510,220,0,124,0,3463,238,19924,3825,16099,0.91,0.17,0.06,0.01,0.19,0.81
2022-09-23 16:00:00+02:00,178.76,687.71,21400,21340,49,4793,55,697,11160,219,0,128,0,2276,201,19578,2605,16973,0.87,0.12,0.08,0.01,0.13,0.87
2022-09-23 17:00:00+02:00,209.3,970.89,21250,21227,49,5138,54,726,11814,248,17,125,35,1030,119,19355,1326,18029,0.78,0.05,0.09,0.01,0.07,0.93
2022-09-23 18:00:00+02:00,261.68,1205.36,22000,21308,48,5174,54,778,12236,265,333,194,40,242,101,19465,910,18555,0.27,0.01,0.11,0.01,0.05,0.95
2022-09-23 19:00:00+02:00,293.03,949.62,23000,21854,48,5235,54,832,12562,266,614,233,42,19,96,20001,1004,18997,0.02,0,0.1,0,0.05,0.95
2022-09-23 20:00:00+02:00,268.05,928.62,22750,21363,48,5178,56,797,12350,268,313,248,43,0,159,19460,763,18697,0,0,0.21,0.01,0.04,0.96
2022-09-23 21:00:00+02:00,196.19,687.71,21300,20364,48,5049,56,693,11466,254,214,217,5,0,236,18238,672,17566,0,0,0.35,0.01,0.04,0.96
2022-09-23 22:00:00+02:00,212.04,1008.92,19400,18851,47,4940,55,611,10510,232,155,175,0,0,335,17060,665,16395,0,0,0.5,0.02,0.04,0.96
2022-09-23 23:00:00+02:00,175.29,862.76,18050,17618,48,4844,55,596,9507,233,18,168,0,0,446,15915,632,15283,0,0,0.71,0.03,0.04,0.96
2022-09-24 00:00:00+02:00,254.68,1118.07,16800,16530,46,4472,57,529,8813,234,163,139,0,0,549,15002,851,14151,0,0,0.65,0.04,0.06,0.94
2022-09-24 01:00:00+02:00,192.51,997.57,16200,15901,45,4170,59,411,8753,234,9,124,0,0,596,14401,729,13672,0,0,0.82,0.04,0.05,0.95
2022-09-24 02:00:00+02:00,180.78,848.08,15700,15506,45,4151,62,403,8473,234,0,123,0,0,618,14109,741,13368,0,0,0.83,0.04,0.05,0.95
2022-09-24 03:00:00+02:00,180.69,858.66,15600,15389,45,4093,63,403,8618,233,0,123,0,0,534,14112,657,13455,0,0,0.81,0.04,0.05,0.95
2022-09-24 04:00:00+02:00,180.7,997.57,15750,15470,45,4155,62,405,8733,233,0,123,0,0,489,14245,612,13633,0,0,0.8,0.03,0.04,0.96
2022-09-24 05:00:00+02:00,187.1,994,16000,15646,45,4168,62,405,8748,233,0,123,0,0,427,14211,550,13661,0,0,0.78,0.03,0.04,0.96
2022-09-24 06:00:00+02:00,176.83,903.68,17150,16164,45,4193,62,405,9409,232,0,132,0,33,344,14855,509,14346,0.06,0,0.68,0.02,0.03,0.97
2022-09-24 07:00:00+02:00,195.51,788.24,18450,17304,45,4235,62,397,9896,230,0,133,0,515,267,15780,915,14865,0.56,0.03,0.29,0.02,0.06,0.94
2022-09-24 08:00:00+02:00,217.06,1011.33,19550,18474,45,4306,60,390,10041,229,0,145,35,1494,197,16942,1871,15071,0.8,0.09,0.11,0.01,0.11,0.89
2022-09-24 09:00:00+02:00,204.71,683.98,20200,19022,48,4253,58,387,9613,236,0,152,40,2641,109,17537,2942,14595,0.9,0.15,0.04,0.01,0.17,0.83
2022-09-24 10:00:00+02:00,189.11,618.39,20500,19129,49,3853,56,381,9544,234,0,146,5,3582,51,17901,3784,14117,0.95,0.2,0.01,0,0.21,0.79
2022-09-24 11:00:00+02:00,182.93,618.39,20500,18859,49,3649,56,371,9089,234,0,134,0,4133,75,17790,4342,13448,0.95,0.23,0.02,0,0.24,0.76
2022-09-24 12:00:00+02:00,179.77,468.29,20350,18726,49,3523,56,378,8536,233,0,121,0,4501,130,17527,4752,12775,0.95,0.26,0.03,0.01,0.27,0.73
2022-09-24 13:00:00+02:00,178.69,438.93,20150,18189,49,3220,53,391,8491,232,0,119,0,4001,133,16689,4253,12436,0.94,0.24,0.03,0.01,0.25,0.75
2022-09-24 14:00:00+02:00,179.56,447.94,19650,17814,49,3310,49,389,8656,227,0,118,0,3454,127,16379,3699,12680,0.93,0.21,0.03,0.01,0.23,0.77
2022-09-24 15:00:00+02:00,183.93,550.91,19200,17909,50,3804,40,389,8861,234,0,119,0,2973,98,16568,3190,13378,0.93,0.18,0.03,0.01,0.19,0.81
2022-09-24 16:00:00+02:00,216.62,618.39,18800,18112,49,4077,40,393,9383,234,0,125,0,2125,77,16503,2327,14176,0.91,0.13,0.03,0,0.14,0.86
2022-09-24 17:00:00+02:00,261.82,997.57,18700,18214,49,4232,47,411,10278,232,45,127,35,882,76,16414,1165,15249,0.76,0.05,0.07,0,0.07,0.93
2022-09-24 18:00:00+02:00,287.24,1354.3,19700,18761,49,4164,51,416,10649,232,748,160,40,214,118,16841,1280,15561,0.17,0.01,0.09,0.01,0.08,0.92
2022-09-24 19:00:00+02:00,336.46,1558.87,20100,19631,48,4246,52,540,10740,233,1252,164,40,18,238,17571,1712,15859,0.01,0,0.14,0.01,0.1,0.9
2022-09-24 20:00:00+02:00,289.64,1362.64,19850,19132,48,4141,52,432,10644,233,1105,171,40,0,326,17192,1642,15550,0,0,0.2,0.02,0.1,0.9
2022-09-24 21:00:00+02:00,231.26,1120.03,18750,17995,48,4096,53,396,10189,236,766,174,40,0,386,16384,1366,15018,0,0,0.28,0.02,0.08,0.92
2022-09-24 22:00:00+02:00,188.56,997,17400,16920,48,4002,55,394,9716,237,290,129,40,0,416,15327,875,14452,0,0,0.48,0.03,0.06,0.94
2022-09-24 23:00:00+02:00,173.88,1120.17,16250,15727,48,3927,56,397,8871,236,50,117,5,0,371,14078,543,13535,0,0,0.68,0.03,0.04,0.96
2022-09-25 00:00:00+02:00,175.67,997.63,14800,14775,48,3886,55,412,8029,234,16,116,0,0,315,13111,447,12664,0,0,0.7,0.02,0.03,0.97
2022-09-25 01:00:00+02:00,148.67,878.8,14000,14015,47,3837,56,467,7619,233,118,115,0,0,288,12780,521,12259,0,0,0.55,0.02,0.04,0.96
2022-09-25 02:00:00+02:00,143.09,807.09,13650,13705,48,3861,55,459,7575,233,2,115,0,0,289,12637,406,12231,0,0,0.71,0.02,0.03,0.97
2022-09-25 03:00:00+02:00,148.67,731.96,13550,13571,48,3867,56,401,7557,233,0,115,0,0,292,12569,407,12162,0,0,0.72,0.02,0.03,0.97
2022-09-25 04:00:00+02:00,148.67,687.78,13550,13697,48,4074,55,391,7425,236,0,115,0,0,299,12643,414,12229,0,0,0.72,0.02,0.03,0.97
2022-09-25 05:00:00+02:00,152.01,738.02,13550,13881,47,4246,55,413,7218,237,0,115,0,0,286,12617,401,12216,0,0,0.71,0.02,0.03,0.97
2022-09-25 06:00:00+02:00,163.86,997.63,13950,13815,47,4165,54,415,7231,239,22,124,0,28,300,12625,474,12151,0.06,0,0.63,0.02,0.04,0.96
2022-09-25 07:00:00+02:00,169.79,997.63,15000,14452,47,4279,52,409,7283,238,28,126,0,478,281,13221,913,12308,0.52,0.04,0.31,0.02,0.07,0.93
2022-09-25 08:00:00+02:00,171.45,997.63,16200,15441,47,4317,51,419,7299,238,3,128,0,1370,248,14120,1749,12371,0.78,0.1,0.14,0.02,0.12,0.88
2022-09-25 09:00:00+02:00,168.14,807.09,16950,16163,48,4248,54,425,7260,234,0,144,0,2413,171,14997,2728,12269,0.88,0.16,0.06,0.01,0.18,0.82
2022-09-25 10:00:00+02:00,132.69,620.99,17300,16498,47,4154,55,412,6944,232,0,144,0,3439,90,15517,3673,11844,0.94,0.22,0.02,0.01,0.24,0.76
2022-09-25 11:00:00+02:00,126.14,529.43,17400,16321,47,4080,56,415,6434,233,0,134,0,4071,73,15543,4278,11265,0.95,0.26,0.02,0,0.28,0.72
2022-09-25 12:00:00+02:00,126.06,529.43,17400,16396,47,4093,55,456,6359,232,0,127,0,4313,73,15755,4513,11242,0.96,0.27,0.02,0,0.29,0.71
2022-09-25 13:00:00+02:00,126.06,721.25,17400,16537,48,4360,55,514,6629,232,0,118,0,4110,79,16145,4307,11838,0.95,0.25,0.02,0,0.27,0.73
2022-09-25 14:00:00+02:00,132.99,982.4,17100,16510,48,4476,55,554,6947,232,0,118,0,3394,55,15879,3567,12312,0.95,0.21,0.02,0,0.22,0.78
2022-09-25 15:00:00+02:00,147.97,807.09,16850,16296,49,4569,55,561,7159,233,0,118,0,2360,49,15153,2527,12626,0.93,0.16,0.02,0,0.17,0.83
2022-09-25 16:00:00+02:00,174.16,898.17,16700,16327,49,4714,54,594,7708,231,0,118,0,1336,65,14869,1519,13350,0.88,0.09,0.04,0,0.1,0.9
2022-09-25 17:00:00+02:00,187.9,977.95,17200,16609,48,4843,54,634,8484,230,0,127,0,539,83,15042,749,14293,0.72,0.04,0.11,0.01,0.05,0.95
2022-09-25 18:00:00+02:00,227.62,1126.53,18500,17480,47,4920,55,806,9131,229,376,154,35,137,104,15994,806,15188,0.17,0.01,0.13,0.01,0.05,0.95
2022-09-25 19:00:00+02:00,293.99,1443.04,18900,18603,47,4999,56,1112,9245,229,852,159,40,7,156,16902,1214,15688,0.01,0,0.13,0.01,0.07,0.93
2022-09-25 20:00:00+02:00,285.58,1432.1,18700,18222,57,4947,56,954,9175,234,682,161,40,0,275,16581,1158,15423,0,0,0.24,0.02,0.07,0.93
2022-09-25 21:00:00+02:00,214.34,1053.19,17800,17340,68,4824,56,748,8916,232,244,161,40,0,406,15695,851,14844,0,0,0.48,0.03,0.05,0.95
2022-09-25 22:00:00+02:00,189.46,909.04,16700,16322,85,4538,56,744,8266,230,50,130,40,0,636,14775,856,13919,0,0,0.74,0.04,0.06,0.94
2022-09-25 23:00:00+02:00,171.31,821.95,15700,15310,94,4359,55,742,7392,231,0,114,5,0,960,13952,1079,12873,0,0,0.89,0.07,0.08,0.92
2022-09-26 00:00:00+02:00,148.01,568,14750,14448,96,4146,55,763,6986,236,0,116,0,0,1153,13551,1269,12282,0,0,0.91,0.09,0.09,0.91
2022-09-26 01:00:00+02:00,130.51,568,14300,14024,97,3822,55,764,6937,236,0,116,0,0,1207,13234,1323,11911,0,0,0.91,0.09,0.1,0.9
2022-09-26 02:00:00+02:00,126.91,529.43,14050,13836,96,3646,55,762,6935,236,0,116,0,0,1240,13086,1356,11730,0,0,0.91,0.09,0.1,0.9
2022-09-26 03:00:00+02:00,137.23,550.91,14050,13834,96,3781,55,759,6971,232,0,116,0,0,1224,13234,1340,11894,0,0,0.91,0.09,0.1,0.9
2022-09-26 04:00:00+02:00,145.72,674.13,14800,14245,97,4102,52,760,7161,234,0,116,0,0,1059,13581,1175,12406,0,0,0.9,0.08,0.09,0.91
2022-09-26 05:00:00+02:00,166.44,677.67,16600,15418,96,4486,52,758,7648,233,34,116,0,0,960,14383,1110,13273,0,0,0.86,0.07,0.08,0.92
2022-09-26 06:00:00+02:00,215.78,1039.62,19600,18350,96,5117,53,771,9090,232,134,121,0,22,1023,16659,1300,15359,0.02,0,0.79,0.06,0.08,0.92
2022-09-26 07:00:00+02:00,197.11,676.67,21450,20416,96,5610,54,810,10232,232,78,121,35,369,951,18588,1554,17034,0.24,0.02,0.61,0.05,0.08,0.92
2022-09-26 08:00:00+02:00,210.1,994,22300,21621,96,5692,55,933,10421,232,235,147,40,1089,850,19790,2361,17429,0.46,0.06,0.36,0.04,0.12,0.88
2022-09-26 09:00:00+02:00,197.75,1027.29,22350,21951,97,5610,55,885,10465,232,132,163,5,1928,623,20195,2851,17344,0.68,0.1,0.22,0.03,0.14,0.86
2022-09-26 10:00:00+02:00,173.55,990,22400,21588,96,5409,55,820,9958,231,0,144,0,2751,481,19945,3376,16569,0.81,0.14,0.14,0.02,0.17,0.83
2022-09-26 11:00:00+02:00,168.89,700.89,22400,21674,97,5328,55,791,9765,231,0,129,0,3201,508,20105,3838,16267,0.83,0.16,0.13,0.03,0.19,0.81
2022-09-26 12:00:00+02:00,155.72,700.89,22350,21626,97,5252,55,813,9733,232,0,121,0,3118,572,19993,3811,16182,0.82,0.16,0.15,0.03,0.19,0.81
2022-09-26 13:00:00+02:00,155.9,676.67,22300,21568,96,5183,55,866,9529,231,0,119,0,3234,650,19963,4003,15960,0.81,0.16,0.16,0.03,0.2,0.8
2022-09-26 14:00:00+02:00,154.11,611.37,21700,21094,97,5100,55,874,9391,229,0,119,0,3119,673,19657,3911,15746,0.8,0.16,0.17,0.03,0.2,0.8
2022-09-26 15:00:00+02:00,172.02,611.27,21700,21282,96,5244,54,971,9669,227,0,117,0,2634,640,19652,3391,16261,0.78,0.13,0.19,0.03,0.17,0.83
2022-09-26 16:00:00+02:00,189.44,676.67,21700,21224,97,5317,53,1076,10257,226,0,125,0,1709,625,19485,2459,17026,0.69,0.09,0.25,0.03,0.13,0.87
2022-09-26 17:00:00+02:00,228.12,1017.46,21600,21444,96,5538,53,1134,10726,225,186,124,0,913,635,19630,1858,17772,0.49,0.05,0.34,0.03,0.09,0.91
2022-09-26 18:00:00+02:00,264.75,1162.13,22550,21580,96,5394,54,1248,10801,229,754,144,35,157,880,19792,1970,17822,0.08,0.01,0.45,0.04,0.1,0.9
2022-09-26 19:00:00+02:00,327.76,1178.62,22950,22605,96,5507,55,1270,11001,234,1010,167,40,0,1393,20773,2610,18163,0,0,0.53,0.07,0.13,0.87
2022-09-26 20:00:00+02:00,268.13,1017.46,22900,22130,97,5318,56,1024,10755,239,754,172,40,0,1928,20383,2894,17489,0,0,0.67,0.09,0.14,0.86
2022-09-26 21:00:00+02:00,183.95,600.53,21550,20546,97,5244,55,831,10063,239,55,172,41,0,2057,18854,2325,16529,0,0,0.88,0.11,0.12,0.88
2022-09-26 22:00:00+02:00,180.06,611.27,19600,18865,97,5137,56,826,8848,240,0,129,5,0,1975,17313,2109,15204,0,0,0.94,0.11,0.12,0.88
2022-09-26 23:00:00+02:00,166.68,550.91,18200,17496,96,4626,56,805,8235,241,0,114,0,0,2078,16251,2192,14059,0,0,0.95,0.13,0.13,0.87
2022-09-27 00:00:00+02:00,142.01,770.06,17000,16390,96,4288,56,770,7653,241,0,109,0,0,2120,15333,2229,13104,0,0,0.95,0.14,0.15,0.85
2022-09-27 01:00:00+02:00,143.92,716.09,16300,15872,96,4149,56,756,7635,241,0,108,0,0,2123,15164,2231,12933,0,0,0.95,0.14,0.15,0.85
2022-09-27 02:00:00+02:00,143.88,677.81,15950,15501,96,4364,56,758,7651,241,0,108,0,0,2039,15313,2147,13166,0,0,0.95,0.13,0.14,0.86
2022-09-27 03:00:00+02:00,146.07,677.31,16000,15616,96,4310,55,760,7707,239,0,108,0,0,1972,15247,2080,13167,0,0,0.95,0.13,0.14,0.86
2022-09-27 04:00:00+02:00,140.56,677.81,16500,15966,96,4208,56,767,7802,238,0,108,0,0,1918,15193,2026,13167,0,0,0.95,0.13,0.13,0.87
2022-09-27 05:00:00+02:00,182.61,700.91,18000,16766,97,4584,57,771,7986,239,0,108,0,0,1878,15720,1986,13734,0,0,0.95,0.12,0.13,0.87
2022-09-27 06:00:00+02:00,218.53,1091.17,20850,18986,96,5321,55,776,8958,240,18,109,0,16,1848,17437,1991,15446,0.01,0,0.93,0.11,0.11,0.89
2022-09-27 07:00:00+02:00,219.63,1025.49,22150,20808,96,5582,53,779,9975,240,71,116,35,324,1752,19023,2298,16725,0.14,0.02,0.76,0.09,0.12,0.88
2022-09-27 08:00:00+02:00,216.5,1218.34,22800,21736,96,5615,53,794,10152,240,325,137,40,936,1590,19978,3028,16950,0.31,0.05,0.53,0.08,0.15,0.85
2022-09-27 09:00:00+02:00,211.41,1218.34,22800,21960,96,5495,54,773,10109,217,295,147,40,1673,1381,20280,3536,16744,0.47,0.08,0.39,0.07,0.17,0.83
2022-09-27 10:00:00+02:00,164.89,802.58,22650,21828,96,5312,54,764,9986,226,27,139,5,2403,1293,20305,3867,16438,0.62,0.12,0.33,0.06,0.19,0.81
2022-09-27 11:00:00+02:00,149.37,675.19,22600,21693,97,5325,55,767,9653,231,0,139,0,2524,1376,20167,4039,16128,0.62,0.13,0.34,0.07,0.2,0.8
2022-09-27 12:00:00+02:00,145.04,716.77,22650,21766,96,5274,55,760,9643,237,0,134,0,2631,1672,20502,4437,16065,0.59,0.13,0.38,0.08,0.22,0.78
2022-09-27 13:00:00+02:00,143.91,706.96,22650,21560,96,5219,55,762,9734,235,0,126,0,2356,1715,20298,4197,16101,0.56,0.12,0.41,0.08,0.21,0.79
2022-09-27 14:00:00+02:00,146.07,672.31,22100,21150,96,5156,56,753,9596,234,0,130,0,2069,1719,19809,3918,15891,0.53,0.1,0.44,0.09,0.2,0.8
2022-09-27 15:00:00+02:00,170.62,682.17,22050,21430,96,5267,56,768,9842,233,0,129,0,1606,1795,19792,3530,16262,0.45,0.08,0.51,0.09,0.18,0.82
2022-09-27 16:00:00+02:00,211.18,700.89,21900,21439,96,5345,56,786,10106,228,0,135,0,943,1907,19602,2985,16617,0.32,0.05,0.64,0.1,0.15,0.85
2022-09-27 17:00:00+02:00,215.37,883.44,21800,21494,96,5560,55,811,10582,227,123,148,0,382,1807,19791,2460,17331,0.16,0.02,0.73,0.09,0.12,0.88
